periodo_mes||institucion_nom||producto_nom||activo_mon||activo_mon_mes_ant
202002||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||0.00||0.00
202002||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||9037.00||9130.00
202002||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||5290.00||5179.00
202002||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||233064.00||232223.00
202002||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||China Construction Bank, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||6076.00||5927.00
202002||Banco Internacional||Colocaciones||2074845.00||2042624.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||0.00||0.00
202002||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||1.00||1.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||3949534.00||3932754.00
202002||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||322179.00||325102.00
202002||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
202002||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||378686.00||367554.00
202002||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||0.00||0.00
202002||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
202002||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||0.00||0.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||11563936.00||11415219.00
202002||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||0.00||0.00
202002||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||0.00||0.00
202002||Banco de Chile||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||450000.00||500042.00
202002||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||29950812.00||29908231.00
202002||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||102077.00||104304.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||0.00||0.00
202002||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||35270124.00||34712490.00
202002||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||877353.00||885214.00
202002||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||2411.00||2364.00
202002||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||93399.00||93895.00
202002||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||5039581.00||4966377.00
202002||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
202002||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||10642.00||10482.00
202002||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||1274607.00||1289133.00
202002||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||306673.00||302723.00
202002||Banco Bice||Colocaciones||6272589.00||6180014.00
202002||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
202002||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||3614383.00||3581567.00
202002||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
202002||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||3000.00||0.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||24728.00||24447.00
202002||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||0.00||0.00
202002||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||0.00||0.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||76046.00||74837.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||5525686.00||5511983.00
202002||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||149.00||149.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||83584.00||78428.00
202002||Banco Santander-Chile||Colocaciones||33787663.00||33424546.00
202002||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||66352.00||65273.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||12608839.00||12447708.00
202002||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||1144034.00||1123793.00
202002||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||0.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
202002||JP Morgan Chase Bank, N.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
202002||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
202002||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||1223.00||1252.00
202002||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
202002||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||501368.00||496558.00
202002||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||4241.00||3808.00
202002||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
202002||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
202002||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||6135212.00||6160938.00
202002||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||196292.00||197235.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||539077.00||544448.00
202002||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||1716041.00||1733744.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||43874.00||43153.00
202002||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
202002||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
202002||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||1310504.00||1293631.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||280450.00||273945.00
202002||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
202002||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||804458.00||798822.00
202002||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||101872.00||104094.00
202002||China Construction Bank, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||6076.00||5927.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||735530.00||744685.00
202002||JP Morgan Chase Bank, N.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
202002||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||240408.00||239154.00
202002||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||2411.00||2364.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||170680.00||167686.00
202002||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||0.00||0.00
202002||Scotiabank Chile||Colocaciones||25939643.00||25644310.00
202002||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||896661.00||895927.00
202002||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
202002||Itaú Corpbanca||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||22.00
202002||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||370795.00||369604.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||0.00||0.00
202002||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||101759.00||103984.00
202002||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||16267780.00||16211810.00
202002||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||0.00||0.00
202002||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||Scotiabank Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
202002||Itaú Corpbanca||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||30453.00||23003.00
202002||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
202002||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||0.00||0.00
202002||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||7815246.00||7753019.00
202002||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1203167.00||1211871.00
202002||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||0.00||0.00
202002||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||55529.00||53771.00
202002||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
202002||Banco de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||260013.00||350000.00
202002||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||16569.00||16123.00
202002||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||0.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||0.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||703010.00||684652.00
202002||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||0.00||0.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||128307.00||129923.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||23398.00||23104.00
202002||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||1.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
202002||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||0.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||2448302.00||2438309.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||195701.00||185030.00
202002||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
202002||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||51030.00||49198.00
202002||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
202002||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||16569.00||16123.00
202002||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||542547.00||537623.00
202002||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||259756.00||257081.00
202002||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||509750.00||493192.00
202002||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||2775665.00||2786642.00
202002||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||1.00||1.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||25833992.00||25875918.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||525758.00||520265.00
202002||China Construction Bank, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||10268569.00||10221115.00
202002||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||116.00
202002||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
202002||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||3013100.00||3007546.00
202002||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||4471667.00||4491430.00
202002||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||0.00||0.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||200115.00||201918.00
202002||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||4042.00||3992.00
202002||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||25937560.00||25641787.00
202002||China Construction Bank, Agencia en Chile||Colocaciones||243436.00||238265.00
202002||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||370903.00||375662.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1414979.00||1395767.00
202002||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||687204.00||533144.00
202002||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||810447.00||600779.00
202002||Itaú Corpbanca||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||60000.00
202002||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
202002||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||0.00||0.00
202002||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1927.00||1815.00
202002||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||6251.00||0.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||0.00||0.00
202002||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||4962085.00||4886383.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||17089622.00||16927202.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1380451.00||1394199.00
202002||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||0.00||0.00
202002||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
202002||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||0.00||0.00
202002||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||22.00||9.00
202002||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||304728.00||307987.00
202002||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
202002||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
202002||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||237360.00||232338.00
202002||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||9211365.00||9204991.00
202002||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||943921.00||940138.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||463988.00||453593.00
202002||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||0.00||0.00
202002||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||1996111.00||1997045.00
202002||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
202002||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||1091.00||1031.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||2228610.00||2228417.00
202002||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||2198593.00||2207278.00
202002||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||15747.00||18252.00
202002||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
202002||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||850248.00||857783.00
202002||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||27650.00||27632.00
202002||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||235874.00||234900.00
202002||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
202002||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||834783.00||823197.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||84960.00||85092.00
202002||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||503874.00||476358.00
202002||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||0.00||0.00
202002||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||1330.00||1343.00
202002||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||8623548.00||8491266.00
202002||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||12881.00||12644.00
202002||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||122010.00||122366.00
202002||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||5.00||0.00
202002||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||0.00||0.00
202002||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
202002||China Construction Bank, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
202002||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||15568416.00||15478598.00
202002||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||1082717.00||1090587.00
202002||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
202002||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||88441.00||85843.00
202002||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
202002||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||1.00
202002||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||149.00||149.00
202002||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||235297.00||234418.00
202002||Banco BTG Pactual Chile||Colocaciones||943921.00||940138.00
202002||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
202002||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||46917.00||45642.00
202002||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||3021923.00||3034730.00
202002||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
202002||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||12786815.00||12672857.00
202002||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||1169.00||1103.00
202002||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
